Method,Model,Time_Domain,Series,CV,Seed,Fold,Environment,N,Correlation,RMSE
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,MNH1.2021,189,0.377329407637448,1.72850811020547
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,MNH1.2021,47,0.612630678984029,1.68325235863736
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,MOH1.2020,455,0.279431724796384,1.98755223266717
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,MOH1.2020,120,0.244545738206869,1.93611979525516
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,NEH1.2021,186,0.468271373728512,2.89486489666222
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,NEH1.2021,47,0.397758572770937,2.64573158115771
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,TXH1.2020,186,0.702591877660099,1.62178126268811
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,TXH1.2020,47,0.760647294416047,1.47665269018122
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,TXH1.2021,186,0.0975349304106082,2.00057051087072
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,TXH1.2021,47,0.124955263357691,2.19457896581436
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,TXH2.2020,186,0.448275156447637,1.48723847145752
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,TXH2.2020,47,0.689813417531348,1.67416945018695
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,TXH2.2021,186,0.183194327123946,2.05223694874176
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,TXH2.2021,47,0.258449209764919,1.92281146370722
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,TXH3.2020,189,-0.0419827096066934,1.73596293246224
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,TXH3.2020,47,-0.218942918343698,1.67446175080821
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,TXH3.2021,186,0.528412346715654,4.92778526364813
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,TXH3.2021,47,0.331218736735024,4.79098888066751
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,WIH1.2020,184,0.53430550086747,1.75741516546142
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,WIH1.2020,47,0.54398605412905,1.92521680249236
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,WIH1.2021,186,0.394103142322814,3.3813091551412
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,WIH1.2021,47,0.3133805466677,3.34603696274143
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,WIH2.2020,523,-0.0331520949631374,5.06938696384015
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,WIH2.2020,130,-0.0178485506223291,4.95666163336244
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,WIH2.2021,524,0.43569944809306,2.98214077896333
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,WIH2.2021,131,0.334070015769172,3.11394129100483
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,WIH3.2020,187,0.238874880546983,2.45677100667844
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,WIH3.2020,47,0.106356155683262,2.49143910321826
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,4,WIH3.2021,186,0.560882107754418,1.64679862308093
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,4,WIH3.2021,47,0.558035748520355,1.28184495275924
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,DEH1.2020,531,0.690469691971884,1.73084040347287
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,DEH1.2020,124,0.683344948844738,1.80860861540763
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,IAH4.2021,521,0.512038896796674,1.50615419735274
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,IAH4.2021,124,0.24371808710911,1.61523651927183
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,MIH1.2020,190,0.476142182767229,3.39180345960262
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,MIH1.2020,44,0.240535362622564,3.24585149778111
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,MNH1.2020,187,0.509636798679091,1.76023284916108
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,MNH1.2020,44,0.623951315863938,1.48940054910767
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,MNH1.2021,192,0.51041481743783,1.67952850779963
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,MNH1.2021,44,0.220458749077808,1.6783659795384
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,MOH1.2020,471,0.330090392936858,1.96501697294242
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,MOH1.2020,104,-0.00747399514801787,2.11048367324864
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,NEH1.2021,189,0.471598046593213,2.7731983813504
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,NEH1.2021,44,0.470572047938409,3.01436254628456
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,TXH1.2020,189,0.752104245873099,1.58715234708902
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,TXH1.2020,44,0.647980651953953,1.46689344164175
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,TXH1.2021,189,0.161688422607394,1.97977664335577
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,TXH1.2021,44,-0.0446147265109372,2.21700253097275
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,TXH2.2020,189,0.50269524572296,1.57554388176301
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,TXH2.2020,44,0.702093402447224,1.2414644775445
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,TXH2.2021,189,0.263922104123488,1.99527317312757
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,TXH2.2021,44,0.22231543907259,1.97638945790484
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,TXH3.2020,192,-0.10350903538281,1.75626447220334
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,TXH3.2020,44,0.100817754228155,1.70257468976812
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,TXH3.2021,189,0.529045529867205,4.88406159044302
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,TXH3.2021,44,0.401737625408579,4.98890665235928
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,WIH1.2020,187,0.552951424767367,1.81241988977862
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,WIH1.2020,44,0.507188419868503,1.64253013833624
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,WIH1.2021,189,0.401813178217378,3.35018028483165
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,WIH1.2021,44,0.334225659270475,3.36982635151063
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,WIH2.2020,529,-0.0461579232580268,5.28073616329877
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,WIH2.2020,124,0.0563797378646704,4.6312008827833
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,WIH2.2021,532,0.415044636825627,3.02685604640718
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,WIH2.2021,123,0.358672316455802,2.93981280627324
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,WIH3.2020,190,0.272993312887122,2.44275198452655
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,WIH3.2020,44,0.126036638753497,2.34664955476912
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,1,5,WIH3.2021,189,0.615503714399765,1.45540528003682
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,1,5,WIH3.2021,44,0.426451799589619,1.94500053734601
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,DEH1.2020,526,0.680697136612578,1.71546446434479
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,DEH1.2020,129,0.702902176462531,1.92983908467261
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,IAH4.2021,518,0.458402456319776,1.5226414552546
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,IAH4.2021,127,0.44556041053318,1.58060453864235
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,MIH1.2020,189,0.434592975242743,3.40064353949975
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,MIH1.2020,45,0.423821216092196,3.17660173367908
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,MNH1.2020,186,0.58547086860583,1.65430452922598
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,MNH1.2020,45,0.22806984482546,1.89066787094541
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,MNH1.2021,191,0.391257740647971,1.73244443475843
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,MNH1.2021,45,0.558750169830072,1.57233283681446
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,MOH1.2020,459,0.259633408203615,1.99252607448536
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,MOH1.2020,116,0.306344306931923,1.97086788473287
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,NEH1.2021,188,0.430604188818905,2.90800668850029
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,NEH1.2021,45,0.527420323700755,2.63204645237372
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,TXH1.2020,188,0.709022025588488,1.5664955274637
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,TXH1.2020,45,0.715132021774094,1.60678711547719
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,TXH1.2021,188,0.0594288279695198,2.0150139186756
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,TXH1.2021,45,0.21769618426663,2.01175095371765
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,TXH2.2020,188,0.517792875622291,1.46153229378571
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,TXH2.2020,45,0.455928482720875,1.86983654753004
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,TXH2.2021,188,0.2135936475801,1.88439355751589
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,TXH2.2021,45,0.234617237988418,2.35991908065159
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,TXH3.2020,191,-0.051516827117748,1.69182487723094
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,TXH3.2020,45,-0.0989562435473892,1.75199000100363
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,TXH3.2021,188,0.511436218581488,4.95433199718827
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,TXH3.2021,45,0.432464560580967,4.86284923415762
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,WIH1.2020,186,0.557494773392701,1.82243812910932
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,WIH1.2020,45,0.43963817132932,1.64388107253325
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,WIH1.2021,188,0.367492705871514,3.45539073278977
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,WIH1.2021,45,0.448875236200281,3.00799438960737
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,WIH2.2020,524,-0.0385342864336581,5.04708455235279
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,WIH2.2020,129,-0.00176499976606941,5.05446608794611
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,WIH2.2021,524,0.413217078329762,3.00188032580849
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,WIH2.2021,131,0.394346694121528,2.99849712241225
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,WIH3.2020,189,0.219248343786157,2.45644747692612
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,WIH3.2020,45,0.451475244436651,2.22063012901418
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,1,WIH3.2021,188,0.586406377882948,1.58452231743596
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,1,WIH3.2021,45,0.526773132641015,1.46575275206473
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,DEH1.2020,521,0.694371160631794,1.77316407045365
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,DEH1.2020,134,0.639497144806958,1.6987711745524
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,IAH4.2021,513,0.464226607437641,1.53751246825822
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,IAH4.2021,132,0.489086612253093,1.45322118019762
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,MIH1.2020,187,0.431534044861848,3.31355187733814
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,MIH1.2020,47,0.4987616019315,3.49008717962098
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,MNH1.2020,184,0.516916066106654,1.79540533103527
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,MNH1.2020,47,0.642577975055349,1.37871384655942
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,MNH1.2021,189,0.445774632691755,1.70100384177261
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,MNH1.2021,47,0.434945477888147,1.74509252236978
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,MOH1.2020,456,0.259271188508674,1.98366977064745
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,MOH1.2020,119,0.278623306184558,2.00859255161799
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,NEH1.2021,186,0.48455792169124,2.66533439472697
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,NEH1.2021,47,0.44087098560845,3.35861769369967
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,TXH1.2020,186,0.719098525002519,1.56939087552468
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,TXH1.2020,47,0.769028098454445,1.61743302931918
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,TXH1.2021,186,0.130966385236681,1.96615265665633
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,TXH1.2021,47,0.180872898644361,2.17390270530042
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,TXH2.2020,186,0.532453650868268,1.52164721846159
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,TXH2.2020,47,0.529308334773424,1.52825111582265
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,TXH2.2021,186,0.204103294986742,2.05766262177951
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,TXH2.2021,47,0.301615057749543,1.76330955704825
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,TXH3.2020,189,-0.106602328956733,1.7908673728874
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,TXH3.2020,47,0.126403220601034,1.4724387948126
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,TXH3.2021,186,0.497376771147044,4.89558095287025
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,TXH3.2021,47,0.540045387631027,4.9241930597372
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,WIH1.2020,184,0.519570703284952,1.80602444875303
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,WIH1.2020,47,0.540279627325225,1.83329252941557
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,WIH1.2021,186,0.399818669979891,3.40489193970389
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,WIH1.2021,47,0.347920303568078,3.23481057185046
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,WIH2.2020,520,-0.00912979967635957,5.07533199435745
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,WIH2.2020,133,-0.117404328351964,5.3020928125532
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,WIH2.2021,521,0.445732355247303,2.9507596531828
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,WIH2.2021,134,0.243020697475576,3.12219758687624
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,WIH3.2020,187,0.251076029313313,2.39439806304778
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,WIH3.2020,47,0.0472979215074539,2.66729536431756
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,2,WIH3.2021,186,0.545327726021382,1.58196800369747
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,2,WIH3.2021,47,0.601222376398914,1.5839567840418
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,DEH1.2020,522,0.683207079727464,1.76493454056982
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,DEH1.2020,133,0.632042017266763,1.72964875097973
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,IAH4.2021,514,0.469439981876149,1.55851956197893
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,IAH4.2021,131,0.41236966688015,1.43324408893209
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,MIH1.2020,189,0.446172783744284,3.35542214386482
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,MIH1.2020,45,0.434125063370247,3.30146601347494
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,MNH1.2020,186,0.629215725778725,1.60166643592117
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,MNH1.2020,45,0.143495024198934,1.99128798327791
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,MNH1.2021,191,0.490311880247748,1.71620876562025
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,MNH1.2021,45,0.232144094136821,1.68348171644306
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,MOH1.2020,458,0.269048883233468,1.97283513880561
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,MOH1.2020,117,0.317848865638679,1.99836253222915
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,NEH1.2021,188,0.443878864470813,2.84404192087591
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,NEH1.2021,45,0.451917271206647,2.82273903342602
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,TXH1.2020,188,0.762810932110615,1.56787047514505
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,TXH1.2020,45,0.623833422634078,1.4666325895457
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,TXH1.2021,188,0.127225825189892,2.04139322819032
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,TXH1.2021,45,0.015709948588453,2.02927501160921
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,TXH2.2020,188,0.544629602925367,1.5523399569656
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,TXH2.2020,45,0.441126410986085,1.42759641358899
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,TXH2.2021,188,0.255373771824114,2.06195943669965
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,TXH2.2021,45,0.0373126116431384,1.73359023723539
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,TXH3.2020,191,-0.0605887406000964,1.75437859797818
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,TXH3.2020,45,-0.0325944889108887,1.60565704885858
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,TXH3.2021,188,0.493075082285312,4.91047658937965
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,TXH3.2021,45,0.450012870473496,4.9547942065889
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,WIH1.2020,186,0.574237607429014,1.80907903802677
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,WIH1.2020,45,0.319995089402882,1.63261898800341
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,WIH1.2021,188,0.385422594870103,3.35688690282102
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,WIH1.2021,45,0.251956467481728,3.49659649745769
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,WIH2.2020,520,-0.0236576034865131,5.02946805814171
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,WIH2.2020,133,-0.0432784973674079,5.24847890315863
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,WIH2.2021,522,0.441248149650126,2.97832379510262
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,WIH2.2021,133,0.32283175409345,3.08389766862246
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,WIH3.2020,189,0.257741140101697,2.47694861928152
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,WIH3.2020,45,0.111661249375455,2.22218245474807
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,3,WIH3.2021,188,0.635902037542094,1.50765519059119
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,3,WIH3.2021,45,0.264240271473254,1.71235834629284
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,DEH1.2020,522,0.691566391603111,1.74490144799914
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,DEH1.2020,133,0.680518888585288,1.70587322262512
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,IAH4.2021,514,0.442795567173232,1.5748351978712
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,IAH4.2021,131,0.501466984410124,1.43277823599711
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,MIH1.2020,188,0.463969582228478,3.33207298107342
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,MIH1.2020,46,0.390527855207212,3.40593664100271
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,MNH1.2020,185,0.540528460698721,1.7311253611674
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,MNH1.2020,46,0.535585872673285,1.55403843991997
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,MNH1.2021,189,0.475426824460279,1.72134805608155
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,MNH1.2021,47,0.258760098819117,1.61618663712217
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,MOH1.2020,463,0.318841744700125,1.94780193227085
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,MOH1.2020,112,0.102641049543074,2.15306171539678
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,NEH1.2021,186,0.471805629099186,2.87631066314662
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,NEH1.2021,47,0.403235809948815,2.63459812129124
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,TXH1.2020,186,0.745818206371024,1.58933428925286
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,TXH1.2020,47,0.66354190463732,1.47628221528303
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,TXH1.2021,186,0.140592189842415,2.0629877278984
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,TXH1.2021,47,-0.0464263289745422,1.86768020509995
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,TXH2.2020,186,0.569545469436706,1.48298774980972
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,TXH2.2020,47,0.425221885130944,1.65204126451807
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,TXH2.2021,186,0.302372224455075,1.95802133310689
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,TXH2.2021,47,0.01472212375177,2.07736925920831
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,TXH3.2020,189,-0.0560174810644052,1.66614673912721
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,TXH3.2020,47,-0.191078083074338,1.95789926929915
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,TXH3.2021,186,0.492833636472953,4.9878672298123
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,TXH3.2021,47,0.53298639503045,4.6516085847297
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,WIH1.2020,185,0.598745252321239,1.68391244819148
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,WIH1.2020,46,0.383407412293964,2.08822005696609
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,WIH1.2021,186,0.390126305163196,3.37572684824329
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,WIH1.2021,47,0.260595653472484,3.41843955887364
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,WIH2.2020,520,-0.0386703710690825,5.16732227781495
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,WIH2.2020,133,-0.0433210478259619,4.85862446893223
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,WIH2.2021,525,0.391724124035115,3.02352037137395
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV00,2,4,WIH2.2021,130,0.404460689540066,3.00852435964002
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV0,2,4,WIH3.2020,188,0.27433190067336,2.44186909716393
